id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type
17225037,Private Room20-102,115993835,Shimin,Brooklyn,Sunset Park,Private room
17231011,Clean 1br w/Parking Incl.  also 10min near JFK/LGA,116056294,Kabak,Queens,Rego Park,Private room
17233611,Beachy sun drenched studio in NYC,6705828,Patricia,Manhattan,Gramercy,Entire home/apt
17233932,Private Bedroom in Williamsburg,17928071,Mabel,Brooklyn,Williamsburg,Private room
17234796,Astoria 1BR in Quiet Corner Close to Manhattan,261608,Aron,Queens,Ditmars Steinway,Entire home/apt
17234955,Getaway 2 Bed 1 Bath close to park,113805886,Yaacov,Manhattan,Upper East Side,Entire home/apt
17236095,Spectacular 2 bed 1 bath Close to Park,113805886,Yaacov,Manhattan,Upper East Side,Entire home/apt
17236462,Large 2 bed 2 bath close to Park,113805886,Yaacov,Manhattan,Upper East Side,Entire home/apt
17237486,Bright & Spacious Chelsea Studio,13238971,Adel,Manhattan,Chelsea,Entire home/apt
17237922,Big 1 bdroom w balcony Williamsburg,116126452,Brian,Brooklyn,Williamsburg,Entire home/apt
17239021,"East Village, private room with free breakfast",115395049,Adi And Evangel,Manhattan,East Village,Private room
17239212,Cozy Brooklyn Apartment,51706510,Daniella,Brooklyn,Gowanus,Shared room
17239321,Awesome Apartment in the E Village!,6489574,Wilson,Manhattan,East Village,Entire home/apt
17239807,Private entrance large room BK for your NYC stay!,40146897,Eric,Brooklyn,Crown Heights,Private room
17240729,"Guest Room in High Ceiling Duplex, Williamsburg! 1",40511252,Auset,Brooklyn,Williamsburg,Private room
17242854,Yankee Stadium apartment in Bronx,8159536,Genae,Bronx,Concourse,Private room
17249755,Bedstuy/Bushwick - Fully Renovated One Bedroom,11638358,Jeremy,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17251611,"Cozy bdrm. Astoria, Queens. 10 min to Manhattan.",26561588,Tyler,Queens,Astoria,Private room
17252037,Sunny atelier in bustling East Village,105631352,Taylor,Manhattan,East Village,Private room
17252229,Balcony on 2nd floor Entire Apt close to Subway,116268542,Sunshine,Brooklyn,East New York,Entire home/apt
17252480,Private Studio in a superb location,3726590,Carolyn Li Ming,Manhattan,Upper East Side,Entire home/apt
17253932,One bedroom apt right on Franklin Ave,12334470,Rebecca,Brooklyn,Crown Heights,Entire home/apt
17254708,Private BR in Manhattan right near express trains!,2158706,James,Manhattan,Harlem,Private room
17254855,Cozy Greenpoint bedroom #2,26899015,Daniel,Brooklyn,Greenpoint,Private room
17255171,An Oasis in the Big Apple,40032009,Arianna,Manhattan,Morningside Heights,Entire home/apt
17255526,Brooklyn Bushwick,112261228,Yuval,Brooklyn,Bushwick,Private room
17255880,Modern Rooftop Loft W/ Private Ensuite & Cityviews,48076117,Shelley,Brooklyn,Crown Heights,Private room
17255913,Newly Renovated / No cleaning Fee / Hell's Kitchen,4454849,Chase,Manhattan,Hell's Kitchen,Entire home/apt
17256799,URBAN LUXURY 2BR DUPLEX~24/7 DOORMAN/GYM~SUTTON PL,2856748,Ruchi,Manhattan,Midtown,Entire home/apt
17257339,Contemporary. Spacious Apartment. Close to Ferry.,115259709,Paul,Staten Island,St. George,Entire home/apt
17257473,LIVING THE NYC EXPERIENCE,7889472,Jose Luis,Manhattan,Harlem,Entire home/apt
17258228,Little Red and the big GWB,116333529,Gina,Manhattan,Washington Heights,Private room
17261922,Townhouse apt. Close to city. 3 bedrooms & 2 bath,116365995,Dan,Queens,Woodside,Entire home/apt
17263207,Brooklyn home.  Comfort and clean. Liguria room.,2787,John,Brooklyn,Bensonhurst,Private room
17263550,Thelonious Monk room at The Harlem Townhouse,3236595,René,Manhattan,Harlem,Private room
17265284,"Luxury/3 bdrms/2 baths/private parking/1,000 sqft",116396065,Amy,Brooklyn,Sheepshead Bay,Entire home/apt
17266124,"Shay's Place #1
( 1 Bdrm. Apt )
5 mins From JFK",116404073,Sheila,Queens,Springfield Gardens,Entire home/apt
17266255,Custom Designed West Village 2 Bedroom,29893723,Sam,Manhattan,West Village,Entire home/apt
17267017,Spacious Private 1BR with more sleeping space,95341719,Estie,Brooklyn,Crown Heights,Entire home/apt
17267665,"Spacious, Private 1BR with more sleeping space",95341719,Estie,Brooklyn,Crown Heights,Entire home/apt
17268091,Entire Studio Apt in Trendy Brooklyn - Sunny&clean,6396827,Gyaltsen Benita,Brooklyn,Crown Heights,Entire home/apt
17268111,Lighted Luxury Studio!,40821640,Alina,Queens,Forest Hills,Entire home/apt
17268340,"Spacious, Private Apartment in Bed Stuy, Brooklyn",116427778,Mel,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17269114,RH - Budget Friendly room in the Greenpoint Area!,11612872,Robert,Brooklyn,Greenpoint,Private room
17269342,Large one-bedroom in of Manhattan mid-town west,114890218,Marc,Manhattan,Hell's Kitchen,Entire home/apt
17269656,"Magical, Welcoming & Beautiful Huge 1 Bedroom Apt",57655724,Kay,Manhattan,Midtown,Entire home/apt
17270768,Newly Renovated Greenpoint Abode,8833885,Leslie,Brooklyn,Greenpoint,Entire home/apt
17277132,"BROOKLYN HEIGHTS Private Studio, 1 stop Manhattan!",5130754,Patrick,Brooklyn,Brooklyn Heights,Entire home/apt
17278544,SUNNY AND SPACIOUS FULL FLOOR APT!!,11661027,Jennifer,Brooklyn,Greenpoint,Entire home/apt
17280743,Essex House Historic Condo/hotel,29339405,Haydee,Manhattan,Midtown,Entire home/apt
17280847,Beautiful 2BR with Private Rooftop Deck LES,7384312,Jackie,Manhattan,Lower East Side,Entire home/apt
17281121,"Beautiful 1 bedroom apart, Washington Heights",17713747,Polly,Manhattan,Washington Heights,Private room
17281347,Private Garden Apt in Boerum Hill,15999314,Stephanie,Brooklyn,Boerum Hill,Entire home/apt
17283064,法拉盛summer家(B)closed to JFK&LGA&Citi Field#parking,62023756,Chang,Queens,Fresh Meadows,Private room
17284471,Modern Apt on Best Location in Brooklyn !,1409823,Fernando,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17285384,Manhattan cozy bedroom with private bathroom,59794802,Lilian,Manhattan,Hell's Kitchen,Private room
17286647,Charming 1 Bedroom in center of East Village,3407346,Anna,Manhattan,East Village,Entire home/apt
17287645,Wonderful Charming Apt- Columbia University Area,40741349,Mitsue,Manhattan,Washington Heights,Private room
17294950,A Room with a View at The Funky Loft,1432946,Marcella & Saidat,Brooklyn,Bushwick,Private room
17295495,Private Room in Hell's Kitchen,6807898,Sam,Manhattan,Hell's Kitchen,Private room
17297014,Chelsea/Union Square cozy studio,126718,Alejandro,Manhattan,Chelsea,Entire home/apt
17297467,Big Beautiful Room in Quiet Area with Private Bath,55198931,Monica & Robin,Brooklyn,Flatbush,Private room
17297799,HUGE bright bedroom in prime Williamsburg!,17518837,Anna Marie,Brooklyn,Williamsburg,Private room
17298366,BK diggs,50153931,Jaclyn,Brooklyn,DUMBO,Entire home/apt
17298590,Your Home Away from Home,2168789,Kimberly,Brooklyn,Greenpoint,Entire home/apt
17299278,E. W'burg Private Room near subway,116709076,Jay,Brooklyn,Williamsburg,Private room
17299611,Private bedroom in the heart of West Village,23919461,Cesar,Manhattan,West Village,Private room
17300167,"Spacious, modern, cozy & bright Williamsburg oasis",32694917,Teresa,Brooklyn,Williamsburg,Entire home/apt
17302040,Private Room in Bed-Stuy Apartment,89241337,Amy,Brooklyn,Bedford-Stuyvesant,Private room
17302836,Private room w/private bathroom near Central Park!,4428742,Banu,Manhattan,Upper East Side,Private room
17304795,Charming bedroom in Manhattan,78866824,Ria,Manhattan,Upper West Side,Private room
17304849,Spacious Brownstone  1Bd,46493114,Cely,Brooklyn,Crown Heights,Private room
17305490,Gorgeous Studio & Balcony Garden @ THE MOTHERSHIP,4680813,Gaia,Queens,Astoria,Entire home/apt
17306128,MODERN ROOM IN CHARMING CLINTON HILL+ SWEET VIEW 3,4291007,Graham And Ben,Brooklyn,Clinton Hill,Private room
17306146,MODERN ROOM IN CHARMING CLINTON HILL+ SWEET VIEW 1,4291007,Graham And Ben,Brooklyn,Clinton Hill,Private room
17311213,Backpackers Dream for 1 at The Funky Loft,1432946,Marcella & Saidat,Brooklyn,Bushwick,Private room
17311284,Plant-filled 1 BD by Prospect Park,9152821,Jazmine,Brooklyn,Flatbush,Entire home/apt
17312157,Beautiful room in Brooklyn (Bushwick),1267985,Thea,Brooklyn,Bushwick,Private room
17314298,Spacious and charming apartment in Brooklyn,31857792,Marija,Brooklyn,Cobble Hill,Entire home/apt
17314998,Furnished room-5A-1 110th st-3rd Ave.,18212433,Veronique Camille,Manhattan,East Harlem,Private room
17315299,Furnished Room/ 550/3,18212433,Veronique Camille,Manhattan,Washington Heights,Private room
17316565,Beautiful apartment with sweeping NYC views,116854478,Travis,Brooklyn,Carroll Gardens,Entire home/apt
17317366,Manhattan Midtown Vacation Home away from Home,116870039,Jj,Manhattan,Kips Bay,Entire home/apt
17317934,Modern 1 bd in the heart of East Village,34386241,Jesse,Manhattan,East Village,Entire home/apt
17318207,"Attractive Room, Quiet Area . Easy commute Man.",116881616,June,Brooklyn,Bath Beach,Private room
17318814,Beautiful Sunlit Retreat in Manhattan,116889152,BeautifulHarlem,Manhattan,Harlem,Entire home/apt
17319360,Private  suite,42814202,Irisha,Queens,Fresh Meadows,Entire home/apt
17321243,Sweet deco room in amazing location,116871769,Paige,Brooklyn,Williamsburg,Private room
17325829,My little LOFT in Brooklyn :),104235754,Blessing,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17326116,Charming place on the hippest street in NYC,63771415,Annie,Manhattan,East Village,Entire home/apt
17326533,曼哈顿景色豪华公寓,54001762,Faye,Manhattan,Hell's Kitchen,Private room
17329054,Comfortable bedroom in shared apartment,3782666,Lev,Queens,Astoria,Private room
17329090,Live Like a Local in West Village!,116992515,Palma,Manhattan,West Village,Entire home/apt
17330186,Private Room East Village near Union Square,114075917,Dane,Manhattan,East Village,Private room
17331192,Williamsburg Bedfd Stop 1000 sqft 1 Bed + 1.5 Bath,10291534,Cat,Brooklyn,Williamsburg,Entire home/apt
17332200,Renovated Cozy room  for 2 or solo traveler,10475653,Izabel,Brooklyn,Kensington,Private room
17333015,Private room in stylish uptown apartment,2653648,Kareem,Manhattan,Harlem,Private room
17339688,Beautiful large private room in Sunnyside Gardens,117108525,Sen,Queens,Sunnyside,Private room
17339881,Brownstone Studio,115854410,Michelle,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17342599,"Stylish, Spacious room Express train to Midtown",5334697,Shane,Manhattan,Washington Heights,Private room
17344027,Relaxing Stylish Room near Train and Attractions,42024722,Daniel,Manhattan,Chelsea,Private room
17345621,Huge beautiful apartment - entire floor!,12501130,Phuong,Brooklyn,Crown Heights,Entire home/apt
17346379,"Bright, comfy, elegant room near Express Train",5334697,Shane,Manhattan,Washington Heights,Private room
17347938,Large Modern 3-bdrm Duplex Apt near Manhattan,108982711,Diana,Queens,Astoria,Entire home/apt
17349377,One Bedroom Apt in NYC on 1st Floor!,2450673,Christopher,Manhattan,Washington Heights,Entire home/apt
17356639,Spacious Brooklyn One Bedroom/Loft***Morgan L Stop,40313256,Joey,Brooklyn,Williamsburg,Entire home/apt
17358323,Private Apt Near NYC Airport & Northshore Hospital,65232368,Adisson,Queens,Douglaston,Entire home/apt
17360353,Great spacious room in Stylish apt near Highline,42024722,Daniel,Manhattan,Chelsea,Private room
17364659,Large Cozy 1 bedroom Apt in South Williamsburg,1789596,Cris,Brooklyn,Williamsburg,Entire home/apt
17364675,Lovely Bedroom in Quiet Prospect Heights Apartment,24878388,Johanna,Brooklyn,Prospect Heights,Entire home/apt
17365005,Awesome Manhattan Midtown Apartment,16328732,Wenli,Manhattan,Roosevelt Island,Entire home/apt
17365636,"Greenpoint, Brooklyn - Spacious Private Room",3537298,Rachel,Brooklyn,Greenpoint,Private room
17366042,An Oasis in the Big Apple,40032009,Arianna,Manhattan,Morningside Heights,Entire home/apt
17366174,"Modern & Luxurious 1 Bedroom, close to A/J Trains!",40426686,Amin,Queens,Ozone Park,Entire home/apt
17366414,3 Bed/ 1.5 Bath Midtown Apt near Empire State,117347203,Peggy,Manhattan,Kips Bay,Entire home/apt
17366807,"Cozy 1 bedroom, Lower East Side",40438814,Francesco,Manhattan,East Village,Entire home/apt
17366942,Bedroom + Private Bath Near Central Park & Subways,103960,Nicolle,Manhattan,Harlem,Private room
17367004,Chic Space in Chelsea,572879,Ivan,Manhattan,Chelsea,Private room
17367175,PRIVATE ROOM - Sunny and Spacious - Brooklyn Loft,4120523,Aurelien,Brooklyn,Williamsburg,Private room
17367187,Superhost HUGE Room+Private Bath -Yankee Stadium,11196496,Amílcar,Bronx,Highbridge,Private room
17367289,"Cozy 1BD near JFK, Beach, Subway, Buses, & Kitchen",112910861,Francisca,Queens,Far Rockaway,Private room
17368006,Cabins at Chelsea (NYC),117365574,Maria,Manhattan,Chelsea,Private room
17368958,"Amazin 1BD in Queens, JFK, St John's Hosp, Kitchen",112910861,Francisca,Queens,Far Rockaway,Private room
17369078,Cozy room in Prospect Heights,16066047,Allegra,Brooklyn,Crown Heights,Private room
17369530,Spacious Private Room in Beautiful Audubon Park,8140134,Brad,Manhattan,Washington Heights,Private room
17370778,Gem In Park Slope,1339545,Nina & Keith,Brooklyn,Park Slope,Entire home/apt
17371795,"Room at  Artist  Apt in Wburg, BK",117399779,Cacho,Brooklyn,Williamsburg,Private room
17376200,Nice clean room in Brooklyn,42864513,Bradford,Brooklyn,Bedford-Stuyvesant,Private room
17376723,*Rare Find* Fantastic 2 Bed Apt inTimes Square,15034908,Trendi,Manhattan,Hell's Kitchen,Entire home/apt
17380055,Immaculate 1BR in quiet Bedstuy brownstone.,25270209,Robinette,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17380431,Large sunny park slope apartment,1012628,Elizabeth,Brooklyn,Park Slope,Entire home/apt
17380887,Prime Williamsburg Location! 10 min from Manhattan,32405588,Marco,Brooklyn,Williamsburg,Private room
17381819,Cozy modern studio in heart of LES,43682230,Eric,Manhattan,Lower East Side,Entire home/apt
17382067,Georgeous 1BR - Modern Cozy Clean - Great location,108621536,Annabelle,Manhattan,Upper East Side,Entire home/apt
17382091,"Quiet, Bright, 2 Story Home Close to It All",115827173,David,Queens,Briarwood,Entire home/apt
17382679,INCREDIBLE TOWNHOUSE 4 STORIES 5 BEDROOMS 3 BATH,34474212,Vinit,Manhattan,West Village,Entire home/apt
17382781,Spacious beautiful bedroom:),73541674,Dioni,Queens,Ditmars Steinway,Private room
17383253,★ NEW 2 BEDROOM APT NEXT TO CENTRAL PARK WEST★,9293730,Inna,Manhattan,Upper West Side,Entire home/apt
17383677,"@Ferry,HUGE 2Br/3beds. Private,Renovated/Stylish..",117492425,Dine,Staten Island,St. George,Entire home/apt
17383929,Spacious Brooklyn Bedroom For the Month of Nov.,117498033,Luciana,Brooklyn,Crown Heights,Private room
17384675,Brooklyn's Cozy Jewel,117507630,Faith,Brooklyn,Crown Heights,Entire home/apt
17385564,MONTHLY PRICE- Perfect for one person in Astoria,40549648,Luiza,Queens,Astoria,Private room
17385865,Cozy PRIVATE bathroom CLEAN New Construction,19303369,Hiroki,Queens,Elmhurst,Private room
17385892,Light-Filled Flatiron: Double Bed 'n Private Bath,117521391,Cassia,Manhattan,Gramercy,Private room
17387135,Intimate Williamsburg Apartment,1450005,Michael,Brooklyn,Williamsburg,Entire home/apt
17387259,Cozy charming room close to Prospect Park,20659301,Helen,Brooklyn,Prospect-Lefferts Gardens,Private room
17388041,"Private Entrance,Room and Bathroom!",99556266,Mariano,Manhattan,East Harlem,Private room
17396669,Sunny & Spacious - Private Master Bedroom near JFK,52132241,Pearl,Brooklyn,Crown Heights,Private room
17400624,First Floor Studio on the Upper East Side!,20410925,Leyla,Manhattan,Upper East Side,Entire home/apt
17404164,Sunny Studio near Central Park,71482332,Jacob,Manhattan,Upper East Side,Entire home/apt
17405175,Joy,38294216,Rachel,Queens,South Ozone Park,Private room
17405812,NYC - Upper west side Studio,117685023,Camilo,Manhattan,Upper West Side,Entire home/apt
17405965,2 cozy rooms in a quiet building,39731713,Polina,Queens,Ridgewood,Private room
17407264,"Small Basic Room in Great Area: Long Term, 2 beds!",117699517,Leo & Family,Queens,East Elmhurst,Private room
17411672,Space for Creating and Staying  in Bed-Stuy,117742969,Doretha,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17415890,Ultimate Studio Sublet in heart of Williamsburg,9558820,Diana,Brooklyn,Williamsburg,Entire home/apt
17417489,Huge  Bedroom in Astoria for One (1) Professional,49117269,Varos,Queens,Astoria,Private room
17417619,"Huge room, Social Home!",21697069,Kelly,Brooklyn,Kensington,Private room
17418006,Luxury Apt Close to JFK Airport,110858930,Cordelia,Queens,Cambria Heights,Entire home/apt
17418177,"Spacious, Private 2 BR , 4 Bathrooms in Brooklyn",95341719,Estie,Brooklyn,Crown Heights,Entire home/apt
17420345,Beautiful Light Filled 1 Bedroom in Kosher Apt,106272021,Esther,Brooklyn,East Flatbush,Private room
17420370,"Huge, Clean & Classy Studio Room in Shared Apt",76186812,Ula,Brooklyn,Bedford-Stuyvesant,Private room
17420832,Cozy modern stay,25426687,Cathy,Brooklyn,Borough Park,Entire home/apt
17423245,Sunny Quiet Room in Clean Modern Apartment,16145840,Nick,Manhattan,East Harlem,Private room
17423343,LANDMARK TOWNHOUSE IN HISTORIC DISTRICT,13392996,Susan,Manhattan,Washington Heights,Entire home/apt
17423413,Cozy apartment near JFK,59900881,Yessenia,Queens,Howard Beach,Entire home/apt
17430505,Cozy Bedroom and Private Bath in Spacious Duplex,42835213,Zandelle,Brooklyn,East Flatbush,Private room
17430853,Small room in Queens,113558700,Berat,Queens,Rego Park,Private room
17430920,Standard New York girls room,117922187,Lei,Manhattan,Roosevelt Island,Private room
17431995,2 bedroom apt. in Manhattan-Gramercy apt building,117932348,Deborah,Manhattan,Gramercy,Entire home/apt
17432325,Swanky Bushwick Penthouse,29655230,Josh,Brooklyn,Bedford-Stuyvesant,Private room
17432700,Safe and Convinient rooms close to NYC.,117930151,Feather Factory Hotel,Queens,Long Island City,Private room
17433291,Amazing Loft in the heart of Williamsburg,117941939,Daniel,Brooklyn,Williamsburg,Private room
17433538,Khimani's Pad,117945802,Shabari,Brooklyn,East Flatbush,Entire home/apt
17433572,Royal Suite at Northern Lights Mansion,1261480,Diane,Manhattan,Harlem,Private room
17434977,1B Large studio in Williamsburg with terrace,49704571,Krzysztof,Brooklyn,Williamsburg,Entire home/apt
17435074,Spacious Bed and Bathroom in Brooklyn,117962524,Corley,Brooklyn,Sheepshead Bay,Private room
17437106,Couch in Harlem Harvey Refugees only,33511962,Morgan,Manhattan,Harlem,Shared room
17437772,Private room in Harlem,200243,Laetitia,Manhattan,Harlem,Private room
17441150,Cozy colorful kitchenette...,74104595,Marlene,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17442248,Cute Private Room in UWS Apartment!,17687105,Shelby,Manhattan,Upper West Side,Private room
17446640,Clean and Comfortable,118084951,Liza,Brooklyn,Greenpoint,Entire home/apt
17447150,1 BR Contemporary Luxury Apartment w W/D in UWS,15145088,Izi,Manhattan,Upper West Side,Entire home/apt
17447168,"Private Sunny Room in Williamsburg, Brooklyn - NY",30054890,Gary,Brooklyn,Williamsburg,Private room
17448930,Huge apt in heart of Williamsburg,118110284,David,Brooklyn,Williamsburg,Entire home/apt
17450190,Small Cozy Room in Herald Square,28584159,Chelsea,Manhattan,Midtown,Private room
17450196,Charming House!!,4378763,Antonio,Queens,Long Island City,Private room
17455952,Cozy room w balcony in penthouse w private terrace,12767750,Juan Pablo,Manhattan,Harlem,Private room
17456123,Private room in Bushwick close to Subway,48534640,Sucharita,Brooklyn,Bushwick,Private room
17456705,Perfectly NYC,20851517,Maggie,Manhattan,Hell's Kitchen,Private room
17456932,Ideal family spot in the upper west,5635997,Eldad,Manhattan,Upper West Side,Entire home/apt
17457160,Sunny room in European-style apartment,432867,Bart,Brooklyn,Prospect Heights,Private room
17457491,Great Loft space in the Heart of Bushwick,118199454,Michael,Brooklyn,Bushwick,Private room
17458077,Studio Apartment in a Doorman Building,2610519,Michael,Manhattan,Flatiron District,Entire home/apt
17458291,RM,38294216,Rachel,Queens,South Ozone Park,Private room
17458415,Spacious West Village 1 bed!,118208750,Stephen,Manhattan,West Village,Entire home/apt
17459791,Bedroom Upper West Side 10min walk to Central Park,12588825,Kyle,Manhattan,Upper West Side,Private room
17459930,Cozy room in prime williamsburg!,118226205,Sahar,Brooklyn,Williamsburg,Private room
17460510,Harlem Charm,1397707,Jing,Manhattan,Harlem,Entire home/apt
17461281,Sunny & Cozy 1BR/1BA Apartment In Upper NYC,4173425,Lin,Manhattan,Harlem,Entire home/apt
17461341,Private Bedroom in Bedstuy,109773614,Fiz,Brooklyn,Bedford-Stuyvesant,Private room
17461591,"Cozy, Quiet Abode near Times Square",2522596,Nina,Manhattan,Hell's Kitchen,Entire home/apt
17463059,Spacious Three Bedroom Dream in Manhattan,116889152,BeautifulHarlem,Manhattan,Harlem,Entire home/apt
17463419,Private sunny room with private bathroom&entrance,33116792,Sophie,Queens,Ridgewood,Private room
17463985,Luxury Brooklyn Brownstone with Private Backyard,1377444,Kelly,Brooklyn,Bedford-Stuyvesant,Entire home/apt
17464043,Lovely Brooklyn Apt,49166783,Dalal,Brooklyn,Williamsburg,Shared room
17464151,Riverside Park Nest,118276455,Eric,Manhattan,Upper West Side,Entire home/apt
17465159,Private Room 1 in East Village (Small Window),12302104,Anna,Manhattan,East Village,Private room
17465199,Studio Apt in Washington Square <3,3637890,Michael,Manhattan,Greenwich Village,Entire home/apt
17473754,Large Room in Garden Apartment,5684780,Mauro,Brooklyn,Bedford-Stuyvesant,Private room
17475107,Partitioned (shared) Cozy Studio in Pelham Bay,86108833,Jonathan,Bronx,Schuylerville,Shared room
17475711,Cherry Hill House - Blue Room,2464187,Jessica,Staten Island,St. George,Private room
17476768,AWESOME LOCATION STEPS TO L TRAIN !,118378908,Jose,Brooklyn,Williamsburg,Private room
17476990,"Quiet room, view on garden 5m walk from J train",32357613,Fred,Brooklyn,Bedford-Stuyvesant,Private room
17477606,PRIME LOCATION LORIMER L TRAIN,118378908,Jose,Brooklyn,Williamsburg,Private room
17477768,Large studio in hip area near major subway stop,4035291,Lawrence,Brooklyn,Crown Heights,Entire home/apt
17477830,Sunny Room on Hippest Block in Bushwick,118341133,Mackenzie,Brooklyn,Bushwick,Private room
17477888,Cozy Private Room in Vibrant Williamsburg Apt,2861103,Sarah,Brooklyn,Williamsburg,Private room
17478246,Spacious & Serene Williamsburg Room,118394855,Sarah,Brooklyn,Williamsburg,Private room
17478780,The Perfect Queens Getaway!,118400082,Jairo,Queens,Corona,Entire home/apt
17479736,Cozy Room in Manhattan,52129673,Christina,Manhattan,Harlem,Private room
17479792,Comfy Room in Chic Apartment,1730026,Haifa,Manhattan,Lower East Side,Private room
17480159,"Cozy studio, private entrance & 3 min. JFK",105315839,Erroyl,Queens,Jamaica,Entire home/apt
17480275,Private Room near Columbia University,115227524,Pablo,Manhattan,Morningside Heights,Private room
17480547,Room in Brooklyn With Central Air and Heat,83351115,Samuel,Brooklyn,Bushwick,Private room
17481087,Gorgeous and Renovated Chelsea Apartment,24037775,Karen,Manhattan,Chelsea,Entire home/apt
17481484,Brooklyn Apartment,118430352,Austin,Brooklyn,Crown Heights,Private room
17482187,Minimalist Room with a Spectacular view,7275333,Maria,Manhattan,Kips Bay,Private room
17489509,Brooklyn Nook perfectly located!,8435480,Matt,Brooklyn,Greenpoint,Entire home/apt
17493275,Large one bedroom in historic Clinton Hill,775409,John,Brooklyn,Clinton Hill,Entire home/apt
17493355,Luxury One Bedroom UWS,17477908,Mat,Manhattan,Upper West Side,Entire home/apt
17494289,Beautiful duplex in Gramercy,118539035,Pilar,Manhattan,Gramercy,Entire home/apt
17494449,Bright and Sunny Room in Amazing Bushwick Apt,27522582,Gabriele,Brooklyn,Bushwick,Private room
17495518,Upper East Side Apartment,118554120,Ken,Manhattan,Upper East Side,Entire home/apt
17495819,Charming apartment in Manhattan!,11968765,Betina,Manhattan,Washington Heights,Private room
17495862,Homey funky eclectic rich of arts,90215210,Lou,Brooklyn,Crown Heights,Private room
17496194,Cozy 1 bedroom apt in Astoria NY,15864671,Franc,Queens,Astoria,Entire home/apt
17496320,Cozy sunny room 35 min to Time Square,47735494,Iris,Queens,Rego Park,Private room
17496511,Spacious & Charming Nolita 1 Bed,118547015,Jill,Manhattan,SoHo,Entire home/apt
17497776,Private apartment  in Hamilton Heights,114093125,Eileen,Manhattan,Harlem,Entire home/apt
17497867,Private Bedroom in East Williamsburg,1923413,Steven,Brooklyn,Williamsburg,Private room
17497948,1 bedroom apt in 2 bridges/Chinatown,8381084,Pierre,Manhattan,Civic Center,Entire home/apt
17499587,Cozy 2 Bedroom in Prime Location!,46599828,Dena,Manhattan,Midtown,Entire home/apt
17500539,"HUGE 1BR Apt, Varrazano promenade,night life& More",37519641,Ahmed,Brooklyn,Fort Hamilton,Entire home/apt
17500994,Brooklyn Cave in the Neighb,87889145,Avon,Brooklyn,Canarsie,Entire home/apt
17501131,Artist Home 5 minute walk to Metro 30min from JFK,16356565,Shirley,Brooklyn,Flatbush,Shared room
17505594,"Hip, cozy apartment (with cat) in terrific Harlem!",11620529,Grace,Manhattan,Harlem,Entire home/apt
17506469,Spacious Bedroom in Williamsburg Duplex,53759518,Jackson,Brooklyn,Williamsburg,Private room
17508300,Sun-drenched Charles Street studio!,1647256,Rebecca,Manhattan,West Village,Entire home/apt
17508709,Luxurious Manhattan 1 Bedroom,3191545,Kyle,Manhattan,Hell's Kitchen,Entire home/apt
17508940,Haven in the Heights,32788186,Alexandra,Manhattan,Washington Heights,Shared room
17509152,PRIVATE BATHROOM ! PRIME LOCATION,118378908,Jose,Brooklyn,Williamsburg,Private room
17510128,Manhattan | Luxurious 1 Bedroom,3191545,Kyle,Manhattan,Hell's Kitchen,Entire home/apt
17510130,High Tower Luxurious 1 Bedroom in Times Square,3191545,Kyle,Manhattan,Hell's Kitchen,Entire home/apt
17510136,Luxurious 1 Bedroom in Times Square,3191545,Kyle,Manhattan,Hell's Kitchen,Entire home/apt
17510139,❤ of Manhattan | Fantastic 1 Bedroom,3191545,Kyle,Manhattan,Midtown,Entire home/apt
17510140,❤ of Manhattan | Fantastic 1 Bedroom,3191545,Kyle,Manhattan,Hell's Kitchen,Entire home/apt
17510141,❤ of Manhattan | Fantastic 1 Bedroom,3191545,Kyle,Manhattan,Theater District,Entire home/apt
17510666,❤ of Manhattan | Central Park | Fantastic 1 Bed,3191545,Kyle,Manhattan,Hell's Kitchen,Entire home/apt
17511694,4A-,17770287,Nina,Manhattan,Midtown,Entire home/apt
17512277,Large two bedroom in the middle of NYC apt. 3C,17770287,Nina,Manhattan,Murray Hill,Entire home/apt
17512282,Amazing Apartment | Skyline Views,3191545,Kyle,Manhattan,Murray Hill,Entire home/apt
17512466,2C,17770287,Nina,Manhattan,Midtown,Entire home/apt
17512553,MAGNIFICENT apartment in Williamsburg with Balcony,57050977,Gaël-Etienne,Brooklyn,Williamsburg,Entire home/apt
17512883,Amazing 1 Bedroom | 1 Bedroom | Skyline View,3191545,Kyle,Manhattan,Murray Hill,Entire home/apt
17512898,Private room in shared apartment for 1,11427289,Ian,Manhattan,Greenwich Village,Private room
17512944,Extra Large 1BR by Park Ave in Upper East Side,45595980,Tny,Manhattan,Upper East Side,Entire home/apt
17513491,11 Minutes to Manhattan,971418,Jamiel,Queens,Astoria,Entire home/apt
17513537,"2 bedroom apt in Brooklyn, downtown",118727691,Diane,Brooklyn,Fort Greene,Entire home/apt
17515391,1 BR Garden Apartment in Brooklyn Brownstone,10896859,Sharon And Dave,Brooklyn,South Slope,Entire home/apt
